freq,nrg_bal,siec,unit,geo\TIME_PERIOD	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 
A,FC_OTH_HH_E_CK,O4630,THS_T,MT	: 	: 	: 	: 	: 	10.399 	10.289 	10.343 	10.514 	10.079 	10.114 	9.751 
A,FC_OTH_HH_E_CK,O4630,THS_T,NL	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4630,THS_T,PL	: 	: 	: 	: 	0.000 	425.000 	428.000 	437.000 	456.000 	484.000 	456.000 	434.000 
A,FC_OTH_HH_E_CK,O4630,THS_T,PT	202.505 	182.054 	170.024 	165.212 	149.573 	138.345 	136.741 	139.147 	133.132 	131.127 	144.761 	125.513 
A,FC_OTH_HH_E_CK,O4630,THS_T,RO	: 	: 	: 	: 	: 	164.663 	166.678 	187.076 	190.630 	196.680 	172.047 	176.558 
A,FC_OTH_HH_E_CK,O4630,THS_T,RS	6.000 	14.000 	19.000 	14.000 	9.000 	20.000 	13.000 	9.192 	7.276 	9.137 	5.031 	5.908 
A,FC_OTH_HH_E_CK,O4630,THS_T,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 
A,FC_OTH_HH_E_CK,O4630,THS_T,SI	14.975 	14.627 	14.294 	13.951 	13.658 	13.198 	12.812 	12.428 	12.010 	11.586 	15.492 	13.908 
A,FC_OTH_HH_E_CK,O4630,THS_T,SK	: 	: 	: 	: 	: 	1.290 	2.570 	1.180 	0.500 	1.000 	0.600 	1.400 
A,FC_OTH_HH_E_CK,O4669,THS_T,AT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4669,THS_T,BA	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4669,THS_T,BE	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4669,THS_T,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 
A,FC_OTH_HH_E_CK,O4669,THS_T,CZ	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4669,THS_T,EA20	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4669,THS_T,EL	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4669,THS_T,ES	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4669,THS_T,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4669,THS_T,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 
A,FC_OTH_HH_E_CK,O4669,THS_T,FR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4669,THS_T,GE	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4669,THS_T,HR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4669,THS_T,IT	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4669,THS_T,LT	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4669,THS_T,LU	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4669,THS_T,LV	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4669,THS_T,MD	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4669,THS_T,MK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4669,THS_T,MT	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4669,THS_T,NL	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4669,THS_T,PL	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4669,THS_T,PT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4669,THS_T,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 
A,FC_OTH_HH_E_CK,O4669,THS_T,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 
A,FC_OTH_HH_E_CK,O4669,THS_T,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4669,THS_T,SK	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4669,TJ,AT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4669,TJ,BA	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4669,TJ,BE	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4669,TJ,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 
A,FC_OTH_HH_E_CK,O4669,TJ,CZ	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4669,TJ,EA20	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4669,TJ,EL	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4669,TJ,ES	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4669,TJ,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4669,TJ,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 
A,FC_OTH_HH_E_CK,O4669,TJ,FR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4669,TJ,GE	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4669,TJ,HR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4669,TJ,IT	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4669,TJ,LT	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4669,TJ,LU	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4669,TJ,LV	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4669,TJ,MD	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4669,TJ,MK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4669,TJ,MT	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4669,TJ,NL	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4669,TJ,PL	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4669,TJ,PT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4669,TJ,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 
A,FC_OTH_HH_E_CK,O4669,TJ,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 
A,FC_OTH_HH_E_CK,O4669,TJ,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4671,THS_T,AT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4671,THS_T,BA	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4671,THS_T,BE	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4671,THS_T,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 
A,FC_OTH_HH_E_CK,O4671,THS_T,CZ	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4671,THS_T,EA20	: 	: 	: 	: 	: 	: 	: 	: 	0.230 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4671,THS_T,EE	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FC_OTH_HH_E_CK,O4671,THS_T,EL	: 	: 	: 	: 	: 	: 	: 	0.000 	0.230 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4671,THS_T,ES	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4671,THS_T,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	0.230 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4671,THS_T,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 
A,FC_OTH_HH_E_CK,O4671,THS_T,FR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4671,THS_T,GE	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4671,THS_T,HR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4671,THS_T,IT	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4671,THS_T,LT	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4671,THS_T,LU	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4671,THS_T,LV	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4671,THS_T,MD	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4671,THS_T,MK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4671,THS_T,MT	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4671,THS_T,NL	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4671,THS_T,PL	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4671,THS_T,PT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4671,THS_T,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 
A,FC_OTH_HH_E_CK,O4671,THS_T,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 
A,FC_OTH_HH_E_CK,O4671,THS_T,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4671,THS_T,SK	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4671,TJ,AT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4671,TJ,BA	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4671,TJ,BE	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4671,TJ,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 
A,FC_OTH_HH_E_CK,O4671,TJ,CZ	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4671,TJ,EA20	: 	: 	: 	: 	: 	: 	: 	: 	9.798 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4671,TJ,EE	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FC_OTH_HH_E_CK,O4671,TJ,EL	: 	: 	: 	: 	: 	: 	: 	0.000 	9.798 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4671,TJ,ES	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4671,TJ,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	9.798 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4671,TJ,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 
A,FC_OTH_HH_E_CK,O4671,TJ,FR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4671,TJ,GE	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4671,TJ,HR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4671,TJ,IT	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4671,TJ,LT	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4671,TJ,LU	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4671,TJ,LV	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4671,TJ,MD	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4671,TJ,MK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4671,TJ,MT	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4671,TJ,NL	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4671,TJ,PL	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4671,TJ,PT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,O4671,TJ,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 
A,FC_OTH_HH_E_CK,O4671,TJ,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 
A,FC_OTH_HH_E_CK,O4671,TJ,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 
A,FC_OTH_HH_E_CK,R5110-5150_W6000RI,TJ,AL	2557.351 	2505.464 	2615.665 	2360.031 	2518.860 	2339.092 	2176.486 	1886.153 	1813.609 	1865.067 	1903.514 	1843.768 
A,FC_OTH_HH_E_CK,R5110-5150_W6000RI,TJ,AT	384.027 	416.696 	447.745 	421.246 	426.430 	371.709 	315.926 	314.851 	286.962 	292.525 	292.545 	337.572 
A,FC_OTH_HH_E_CK,R5110-5150_W6000RI,TJ,BA	: 	: 	: 	: 	510.000 	687.000 	687.000 	549.000 	1709.530 	1696.178 	1832.851 	1786.117 
A,FC_OTH_HH_E_CK,R5110-5150_W6000RI,TJ,BE	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,R5110-5150_W6000RI,TJ,BG	565.611 	594.206 	603.573 	596.334 	583.338 	918.590 	972.360 	974.397 	947.537 	911.477 	1087.454 	963.210 
A,FC_OTH_HH_E_CK,R5110-5150_W6000RI,TJ,CZ	: 	: 	: 	: 	: 	363.000 	439.625 	425.192 	461.964 	454.789 	494.833 	370.622 
A,FC_OTH_HH_E_CK,R5110-5150_W6000RI,TJ,EA20	: 	: 	: 	: 	: 	: 	: 	: 	13904.580 	14585.267 	13673.002 	19356.228 
A,FC_OTH_HH_E_CK,R5110-5150_W6000RI,TJ,EE	570.964 	491.574 	524.876 	503.845 	500.914 	487.387 	517.500 	526.454 	531.000 	510.292 	534.708 	523.112 
A,FC_OTH_HH_E_CK,R5110-5150_W6000RI,TJ,EL	: 	: 	: 	11709.642 	: 	785.500 	418.300 	232.900 	433.167 	1319.894 	335.533 	5755.773 
A,FC_OTH_HH_E_CK,R5110-5150_W6000RI,TJ,ES	1076.563 	1080.424 	1097.549 	1101.885 	1108.922 	1099.848 	798.061 	800.540 	802.661 	806.691 	808.052 	809.456 
A,FC_OTH_HH_E_CK,R5110-5150_W6000RI,TJ,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	22195.343 	22468.451 	21366.203 	27094.765 
A,FC_OTH_HH_E_CK,R5110-5150_W6000RI,TJ,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 
A,FC_OTH_HH_E_CK,R5110-5150_W6000RI,TJ,FR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,R5110-5150_W6000RI,TJ,GE	: 	: 	: 	: 	: 	: 	1495.114 	1305.618 	745.900 	656.326 	725.800 	906.000 
A,FC_OTH_HH_E_CK,R5110-5150_W6000RI,TJ,HR	860.308 	890.887 	935.974 	840.919 	842.100 	808.476 	801.765 	691.921 	616.041 	552.054 	638.077 	643.437 
A,FC_OTH_HH_E_CK,R5110-5150_W6000RI,TJ,HU	: 	: 	: 	: 	: 	21.119 	20.573 	19.430 	19.392 	19.419 	15.000 	14.940 
A,FC_OTH_HH_E_CK,R5110-5150_W6000RI,TJ,IT	: 	: 	: 	: 	: 	2114.643 	2040.618 	2236.524 	2066.338 	2062.665 	1982.768 	2164.395 
A,FC_OTH_HH_E_CK,R5110-5150_W6000RI,TJ,LT	: 	: 	: 	: 	: 	: 	: 	394.000 	381.000 	367.000 	347.000 	368.000 
A,FC_OTH_HH_E_CK,R5110-5150_W6000RI,TJ,LU	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,R5110-5150_W6000RI,TJ,LV	1246.437 	1299.747 	1383.460 	1201.135 	1180.456 	953.234 	936.741 	1051.049 	1115.356 	1060.664 	941.934 	960.271 
A,FC_OTH_HH_E_CK,R5110-5150_W6000RI,TJ,MD	: 	: 	: 	: 	: 	: 	: 	521.075 	532.479 	439.705 	442.090 	430.654 
A,FC_OTH_HH_E_CK,R5110-5150_W6000RI,TJ,MK	234.800 	255.320 	278.090 	272.915 	280.569 	268.245 	223.540 	242.259 	199.675 	251.256 	249.119 	250.312 
A,FC_OTH_HH_E_CK,R5110-5150_W6000RI,TJ,MT	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,R5110-5150_W6000RI,TJ,NL	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,R5110-5150_W6000RI,TJ,PL	: 	: 	: 	: 	0.000 	2337.000 	2275.000 	2240.000 	4873.772 	4497.281 	4084.015 	4252.000 
A,FC_OTH_HH_E_CK,R5110-5150_W6000RI,TJ,PT	6944.798 	6944.798 	7287.075 	7448.544 	7410.565 	7372.120 	7386.799 	7386.799 	7406.138 	7351.150 	7459.728 	7484.427 
A,FC_OTH_HH_E_CK,R5110-5150_W6000RI,TJ,RO	: 	: 	: 	: 	: 	1939.735 	1955.388 	2005.190 	1988.098 	2000.218 	2011.899 	2137.765 
A,FC_OTH_HH_E_CK,R5110-5150_W6000RI,TJ,RS	3095.000 	2814.000 	3043.000 	2582.000 	2745.000 	2731.000 	2815.000 	2590.342 	2711.076 	2808.462 	4371.665 	4604.049 
A,FC_OTH_HH_E_CK,R5110-5150_W6000RI,TJ,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 
A,FC_OTH_HH_E_CK,R5110-5150_W6000RI,TJ,SI	263.080 	255.773 	248.709 	241.890 	235.358 	226.924 	220.101 	213.425 	206.247 	199.131 	269.356 	245.285 
A,FC_OTH_HH_E_CK,R5110-5150_W6000RI,TJ,SK	: 	: 	: 	: 	: 	39.610 	52.800 	51.900 	59.670 	63.200 	63.300 	64.500 
A,FC_OTH_HH_E_CK,R5300,TJ,AT	0.050 	0.182 	0.205 	0.328 	0.556 	0.716 	0.947 	1.581 	1.746 	0.000 	0.003 	0.000 
A,FC_OTH_HH_E_CK,R5300,TJ,BA	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,R5300,TJ,BE	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,R5300,TJ,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 
A,FC_OTH_HH_E_CK,R5300,TJ,CZ	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,R5300,TJ,EA20	: 	: 	: 	: 	: 	: 	: 	: 	1.746 	0.000 	0.003 	0.000 
A,FC_OTH_HH_E_CK,R5300,TJ,EL	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,R5300,TJ,ES	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,R5300,TJ,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	1.746 	0.000 	0.003 	0.000 
A,FC_OTH_HH_E_CK,R5300,TJ,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 
A,FC_OTH_HH_E_CK,R5300,TJ,FR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,R5300,TJ,GE	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,R5300,TJ,HR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,R5300,TJ,IT	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,R5300,TJ,LT	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,R5300,TJ,LU	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,R5300,TJ,LV	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,R5300,TJ,MD	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,R5300,TJ,MK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,R5300,TJ,MT	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,R5300,TJ,NL	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,R5300,TJ,PL	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,R5300,TJ,PT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,R5300,TJ,RO	: 	: 	: 	: 	: 	: 	: 	0.000 	: 	: 	: 	0.000 
