freq,nrg_bal,siec,unit,geo\TIME_PERIOD	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 
A,FC_OTH_HH_E_OE,SFF_P1000_S2000,THS_T,MD	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_OE,SFF_P1000_S2000,THS_T,MK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_OE,SFF_P1000_S2000,THS_T,MT	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_OE,SFF_P1000_S2000,THS_T,NL	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_OE,SFF_P1000_S2000,THS_T,PL	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_OE,SFF_P1000_S2000,THS_T,PT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_OE,SFF_P1000_S2000,THS_T,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 
A,FC_OTH_HH_E_OE,SFF_P1000_S2000,THS_T,SE	: 	: 	: 	: 	: 	0.000 	: 	: 	: 	: 	: 	0.000 
A,FC_OTH_HH_E_OE,SFF_P1000_S2000,THS_T,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 
A,FC_OTH_HH_E_OE,SFF_P1000_S2000,THS_T,SK	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_OE,SFF_P1000_S2000,TJ,AT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_OE,SFF_P1000_S2000,TJ,BA	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_OE,SFF_P1000_S2000,TJ,BE	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_OE,SFF_P1000_S2000,TJ,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 
A,FC_OTH_HH_E_OE,SFF_P1000_S2000,TJ,CZ	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_OE,SFF_P1000_S2000,TJ,EA20	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_OE,SFF_P1000_S2000,TJ,EL	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_OE,SFF_P1000_S2000,TJ,ES	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_OE,SFF_P1000_S2000,TJ,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_OE,SFF_P1000_S2000,TJ,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 
A,FC_OTH_HH_E_OE,SFF_P1000_S2000,TJ,FR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_OE,SFF_P1000_S2000,TJ,GE	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_OE,SFF_P1000_S2000,TJ,HR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_OE,SFF_P1000_S2000,TJ,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 
A,FC_OTH_HH_E_OE,SFF_P1000_S2000,TJ,LT	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_OE,SFF_P1000_S2000,TJ,LU	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_OE,SFF_P1000_S2000,TJ,LV	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_OE,SFF_P1000_S2000,TJ,MD	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_OE,SFF_P1000_S2000,TJ,MK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_OE,SFF_P1000_S2000,TJ,MT	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_OE,SFF_P1000_S2000,TJ,NL	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_OE,SFF_P1000_S2000,TJ,PL	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_OE,SFF_P1000_S2000,TJ,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 
A,FC_OTH_HH_E_OE,SFF_P1000_S2000,TJ,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 
A,FC_OTH_HH_E_OE,SFF_P1000_S2000,TJ,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 
A,FC_OTH_HH_E_OE,SFF_P1000_S2000,TJ,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 
A,FC_OTH_HH_E_OE,SFF_P1000_S2000,TJ,SK	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_OE,TOTAL,TJ,AT	7151.735 	6848.532 	6021.994 	5180.148 	5004.958 	6503.231 	8508.568 	8577.940 	8550.713 	8738.449 	8581.010 	9674.451 
A,FC_OTH_HH_E_OE,TOTAL,TJ,BA	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_OE,TOTAL,TJ,BE	: 	: 	: 	: 	: 	: 	2272.227 	2436.898 	1855.143 	2003.588 	2061.634 	2529.626 
A,FC_OTH_HH_E_OE,TOTAL,TJ,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 
A,FC_OTH_HH_E_OE,TOTAL,TJ,CY	: 	: 	: 	: 	: 	: 	: 	: 	258.792 	257.555 	301.504 	258.696 
A,FC_OTH_HH_E_OE,TOTAL,TJ,CZ	: 	: 	: 	: 	: 	4381.056 	4478.209 	4434.265 	4749.908 	4842.750 	5007.463 	6252.273 
A,FC_OTH_HH_E_OE,TOTAL,TJ,DE	27060.089 	24137.510 	24564.345 	29047.445 	28487.726 	28406.014 	27279.537 	27882.827 	28105.898 	27747.278 	26070.008 	27566.120 
A,FC_OTH_HH_E_OE,TOTAL,TJ,DK	: 	: 	: 	: 	: 	423.010 	424.015 	426.980 	92.999 	1035.209 	899.752 	874.522 
A,FC_OTH_HH_E_OE,TOTAL,TJ,EA20	: 	: 	: 	: 	: 	: 	: 	: 	76591.061 	75953.840 	73151.222 	75773.237 
A,FC_OTH_HH_E_OE,TOTAL,TJ,EL	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_OE,TOTAL,TJ,ES	4935.439 	4706.384 	4712.495 	4648.223 	4571.589 	4578.706 	4573.562 	4568.888 	4549.503 	4521.754 	4523.361 	4523.879 
A,FC_OTH_HH_E_OE,TOTAL,TJ,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	113747.567 	110383.399 	103808.437 	121633.659 
A,FC_OTH_HH_E_OE,TOTAL,TJ,FI	: 	: 	: 	: 	: 	12807.570 	13188.767 	13073.992 	13007.254 	12940.044 	12889.771 	12811.964 
A,FC_OTH_HH_E_OE,TOTAL,TJ,FR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_OE,TOTAL,TJ,GE	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_OE,TOTAL,TJ,HR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_OE,TOTAL,TJ,IE	: 	: 	: 	: 	: 	1045.645 	1044.583 	1065.125 	1086.761 	1084.500 	1163.225 	1173.820 
A,FC_OTH_HH_E_OE,TOTAL,TJ,IT	: 	: 	: 	: 	: 	19576.800 	19288.717 	18975.287 	18548.640 	18029.520 	16929.371 	16625.873 
A,FC_OTH_HH_E_OE,TOTAL,TJ,LT	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_OE,TOTAL,TJ,LU	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_OE,TOTAL,TJ,LV	334.099 	334.099 	333.164 	334.099 	334.099 	301.594 	301.594 	301.424 	301.594 	301.594 	301.594 	280.349 
A,FC_OTH_HH_E_OE,TOTAL,TJ,MD	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_OE,TOTAL,TJ,MK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_OE,TOTAL,TJ,MT	: 	: 	: 	: 	: 	63.688 	64.656 	70.668 	32.209 	34.999 	35.503 	35.640 
A,FC_OTH_HH_E_OE,TOTAL,TJ,NL	270.000 	270.000 	270.000 	270.000 	270.000 	270.000 	270.000 	270.000 	270.000 	270.000 	270.000 	270.000 
A,FC_OTH_HH_E_OE,TOTAL,TJ,NO	1418.400 	1432.800 	1454.400 	1566.000 	1458.000 	1522.800 	1564.783 	1556.737 	1565.572 	1544.879 	1548.000 	1548.036 
A,FC_OTH_HH_E_OE,TOTAL,TJ,PL	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_OE,TOTAL,TJ,PT	45.336 	45.455 	0.000 	45.564 	0.000 	0.000 	0.000 	0.000 	4.553 	4.559 	0.000 	0.000 
A,FC_OTH_HH_E_OE,TOTAL,TJ,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 
A,FC_OTH_HH_E_OE,TOTAL,TJ,SE	: 	: 	: 	: 	: 	35654.400 	34884.000 	35294.400 	32313.600 	28551.600 	24750.000 	38733.627 
A,FC_OTH_HH_E_OE,TOTAL,TJ,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 
A,FC_OTH_HH_E_OE,TOTAL,TJ,SK	: 	: 	: 	: 	: 	13.650 	13.720 	17.150 	20.000 	20.000 	24.240 	22.820 
A,FC_OTH_HH_E_OE,TOTAL,TJ,UA	: 	: 	: 	: 	: 	: 	229.860 	251.208 	255.395 	254.988 	: 	: 
A,FC_OTH_HH_E_OE,TOTAL,TJ,XK	: 	: 	: 	: 	: 	: 	: 	127.710 	545.959 	320.948 	339.474 	371.826 
A,FC_OTH_HH_E_SC,E7000,GWH,AL	289.125 	283.259 	295.718 	394.694 	338.113 	347.013 	320.299 	314.260 	337.010 	447.288 	497.294 	502.393 
A,FC_OTH_HH_E_SC,E7000,GWH,AT	5.933 	6.979 	9.504 	8.621 	7.679 	7.143 	6.100 	8.000 	8.176 	8.356 	8.205 	6.935 
A,FC_OTH_HH_E_SC,E7000,GWH,BA	: 	: 	: 	: 	118.000 	121.000 	122.000 	122.000 	120.331 	121.384 	123.156 	126.162 
A,FC_OTH_HH_E_SC,E7000,GWH,BE	: 	: 	: 	: 	: 	: 	60.000 	60.000 	60.000 	60.000 	91.300 	91.300 
A,FC_OTH_HH_E_SC,E7000,GWH,BG	105.418 	108.944 	108.204 	105.200 	105.729 	117.318 	118.299 	122.758 	109.630 	119.521 	125.168 	131.750 
A,FC_OTH_HH_E_SC,E7000,GWH,CY	: 	: 	: 	: 	: 	: 	: 	: 	437.853 	442.923 	433.400 	436.178 
A,FC_OTH_HH_E_SC,E7000,GWH,CZ	: 	: 	: 	: 	: 	50.000 	50.672 	50.278 	64.167 	68.889 	64.722 	77.524 
A,FC_OTH_HH_E_SC,E7000,GWH,DE	1241.831 	1197.135 	1200.641 	1191.877 	1160.257 	1152.534 	1235.925 	1309.240 	1234.363 	1262.304 	1271.153 	1395.021 
A,FC_OTH_HH_E_SC,E7000,GWH,EA20	: 	: 	: 	: 	: 	: 	: 	: 	10737.774 	12358.207 	12019.472 	13070.352 
A,FC_OTH_HH_E_SC,E7000,GWH,EL	: 	: 	: 	850.108 	: 	1613.500 	2013.300 	2198.782 	1626.732 	2354.383 	2098.344 	1984.586 
A,FC_OTH_HH_E_SC,E7000,GWH,ES	1766.566 	1776.557 	1752.770 	1658.745 	1650.575 	1635.612 	1625.785 	1666.518 	1750.856 	1703.587 	1709.259 	1707.508 
A,FC_OTH_HH_E_SC,E7000,GWH,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	11318.269 	12999.717 	12606.596 	13837.822 
A,FC_OTH_HH_E_SC,E7000,GWH,FI	: 	: 	: 	: 	: 	87.000 	90.000 	88.000 	92.000 	104.000 	117.000 	143.000 
A,FC_OTH_HH_E_SC,E7000,GWH,FR	391.184 	1100.441 	1099.976 	1154.236 	1206.709 	1276.307 	1568.593 	1563.029 	1735.670 	1987.077 	2506.733 	2798.645 
A,FC_OTH_HH_E_SC,E7000,GWH,GE	: 	: 	: 	: 	: 	: 	49.136 	51.112 	52.800 	53.400 	42.600 	44.862 
A,FC_OTH_HH_E_SC,E7000,GWH,HR	410.396 	525.971 	541.434 	434.020 	336.747 	516.566 	426.532 	507.008 	516.500 	516.849 	506.106 	549.205 
A,FC_OTH_HH_E_SC,E7000,GWH,HU	: 	: 	: 	: 	: 	75.268 	76.021 	86.989 	116.408 	158.167 	87.866 	234.644 
A,FC_OTH_HH_E_SC,E7000,GWH,IT	: 	: 	: 	: 	: 	3151.827 	2188.300 	3231.993 	2488.992 	3066.236 	2397.002 	2908.525 
A,FC_OTH_HH_E_SC,E7000,GWH,LT	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_SC,E7000,GWH,LU	12.511 	13.645 	15.397 	16.984 	18.124 	20.207 	20.607 	18.499 	22.184 	24.392 	26.684 	27.371 
A,FC_OTH_HH_E_SC,E7000,GWH,LV	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_SC,E7000,GWH,MD	: 	: 	: 	: 	: 	: 	: 	8.592 	8.624 	8.776 	9.086 	9.585 
A,FC_OTH_HH_E_SC,E7000,GWH,MK	127.600 	123.200 	118.300 	119.200 	114.400 	118.800 	120.500 	116.604 	115.780 	145.400 	147.200 	151.973 
A,FC_OTH_HH_E_SC,E7000,GWH,MT	: 	: 	: 	: 	: 	102.024 	99.536 	139.255 	122.345 	138.277 	154.308 	234.730 
A,FC_OTH_HH_E_SC,E7000,GWH,NL	75.551 	96.352 	116.860 	136.285 	158.070 	179.855 	201.640 	223.425 	245.210 	268.460 	291.710 	314.960 
A,FC_OTH_HH_E_SC,E7000,GWH,NO	46.000 	46.000 	47.000 	48.000 	48.000 	49.000 	49.368 	49.530 	49.811 	49.153 	52.000 	49.253 
A,FC_OTH_HH_E_SC,E7000,GWH,PL	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_SC,E7000,GWH,PT	319.484 	302.544 	283.756 	270.908 	262.130 	263.428 	285.406 	276.980 	290.686 	290.906 	300.432 	314.116 
A,FC_OTH_HH_E_SC,E7000,GWH,RO	: 	: 	: 	: 	: 	274.722 	274.090 	286.129 	290.290 	294.933 	309.368 	323.552 
A,FC_OTH_HH_E_SC,E7000,GWH,RS	176.000 	176.000 	174.000 	170.000 	166.000 	169.000 	167.000 	165.780 	160.975 	160.082 	164.618 	166.520 
A,FC_OTH_HH_E_SC,E7000,GWH,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 
A,FC_OTH_HH_E_SC,E7000,GWH,SI	47.100 	48.086 	76.783 	74.358 	29.296 	90.757 	54.594 	90.695 	69.107 	93.257 	68.736 	120.271 
A,FC_OTH_HH_E_SC,E7000,GWH,SK	: 	: 	: 	: 	: 	32.970 	33.370 	34.140 	37.100 	37.200 	39.100 	38.000 
A,FC_OTH_HH_E_SC,E7000,GWH,UA	: 	: 	: 	: 	: 	: 	574.800 	662.910 	825.730 	978.833 	: 	: 
A,FC_OTH_HH_E_SC,E7000,GWH,XK	: 	: 	: 	: 	: 	: 	: 	233.678 	240.265 	257.852 	281.325 	358.572 
A,FC_OTH_HH_E_SC,E7000,TJ,AL	1040.850 	1019.732 	1064.585 	1420.898 	1217.207 	1249.247 	1153.076 	1131.336 	1213.236 	1610.237 	1790.258 	1808.615 
A,FC_OTH_HH_E_SC,E7000,TJ,AT	21.359 	25.124 	34.214 	31.036 	27.644 	25.715 	21.960 	28.800 	29.434 	30.082 	29.538 	24.968 
A,FC_OTH_HH_E_SC,E7000,TJ,BA	: 	: 	: 	: 	424.800 	435.600 	439.200 	439.200 	433.192 	436.982 	443.362 	454.183 
A,FC_OTH_HH_E_SC,E7000,TJ,BE	: 	: 	: 	: 	: 	: 	216.000 	216.000 	216.000 	216.000 	328.680 	328.680 
A,FC_OTH_HH_E_SC,E7000,TJ,BG	379.505 	392.198 	389.534 	378.720 	380.624 	422.345 	425.876 	441.929 	394.668 	430.276 	450.605 	474.300 
A,FC_OTH_HH_E_SC,E7000,TJ,CY	: 	: 	: 	: 	: 	: 	: 	: 	1576.271 	1594.523 	1560.240 	1570.241 
A,FC_OTH_HH_E_SC,E7000,TJ,CZ	: 	: 	: 	: 	: 	180.000 	182.419 	181.001 	231.001 	248.000 	232.999 	279.086 
A,FC_OTH_HH_E_SC,E7000,TJ,DE	4470.592 	4309.686 	4322.308 	4290.757 	4176.925 	4149.122 	4449.330 	4713.264 	4443.707 	4544.294 	4576.151 	5022.076 
A,FC_OTH_HH_E_SC,E7000,TJ,EA20	: 	: 	: 	: 	: 	: 	: 	: 	38655.986 	44489.545 	43270.101 	47053.267 
A,FC_OTH_HH_E_SC,E7000,TJ,EL	: 	: 	: 	3060.389 	: 	5808.600 	7247.880 	7915.615 	5856.235 	8475.779 	7554.038 	7144.510 
A,FC_OTH_HH_E_SC,E7000,TJ,ES	6359.637 	6395.604 	6309.973 	5971.482 	5942.071 	5888.205 	5852.826 	5999.466 	6303.082 	6132.912 	6153.333 	6147.030 
A,FC_OTH_HH_E_SC,E7000,TJ,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	40745.768 	46798.981 	45383.747 	49816.158 
A,FC_OTH_HH_E_SC,E7000,TJ,FI	: 	: 	: 	: 	: 	313.200 	324.000 	316.800 	331.200 	374.400 	421.200 	514.800 
A,FC_OTH_HH_E_SC,E7000,TJ,FR	1408.261 	3961.589 	3959.912 	4155.249 	4344.152 	4594.705 	5646.935 	5626.905 	6248.413 	7153.477 	9024.240 	10075.120 
A,FC_OTH_HH_E_SC,E7000,TJ,GE	: 	: 	: 	: 	: 	: 	176.890 	184.003 	190.080 	192.240 	153.360 	161.505 
A,FC_OTH_HH_E_SC,E7000,TJ,HR	1477.426 	1893.497 	1949.161 	1562.473 	1212.289 	1859.639 	1535.516 	1825.228 	1859.399 	1860.658 	1821.981 	1977.139 
A,FC_OTH_HH_E_SC,E7000,TJ,HU	: 	: 	: 	: 	: 	270.965 	273.676 	313.160 	419.069 	569.401 	316.318 	844.718 
A,FC_OTH_HH_E_SC,E7000,TJ,IT	: 	: 	: 	: 	: 	11346.577 	7877.880 	11635.175 	8960.371 	11038.450 	8629.207 	10470.691 
A,FC_OTH_HH_E_SC,E7000,TJ,LT	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_SC,E7000,TJ,LU	45.040 	49.122 	55.429 	61.142 	65.246 	72.745 	74.185 	66.596 	79.862 	87.811 	96.062 	98.536 
A,FC_OTH_HH_E_SC,E7000,TJ,LV	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_SC,E7000,TJ,MD	: 	: 	: 	: 	: 	: 	: 	30.931 	31.046 	31.594 	32.710 	34.506 
A,FC_OTH_HH_E_SC,E7000,TJ,MK	459.360 	443.520 	425.880 	429.120 	411.840 	427.680 	433.800 	419.774 	416.808 	523.440 	529.920 	547.104 
A,FC_OTH_HH_E_SC,E7000,TJ,MT	: 	: 	: 	: 	: 	367.286 	358.330 	501.318 	440.442 	497.797 	555.509 	845.028 
A,FC_OTH_HH_E_SC,E7000,TJ,NL	271.984 	346.867 	420.696 	490.626 	569.052 	647.478 	725.904 	804.330 	882.756 	966.456 	1050.156 	1133.856 
A,FC_OTH_HH_E_SC,E7000,TJ,NO	165.600 	165.600 	169.200 	172.800 	172.800 	176.400 	177.725 	178.308 	179.320 	176.951 	187.200 	177.311 
A,FC_OTH_HH_E_SC,E7000,TJ,PL	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_SC,E7000,TJ,PT	1150.142 	1089.158 	1021.522 	975.269 	943.668 	948.341 	1027.462 	997.128 	1046.470 	1047.262 	1081.555 	1130.818 
A,FC_OTH_HH_E_SC,E7000,TJ,RO	: 	: 	: 	: 	: 	988.999 	986.724 	1030.064 	1045.044 	1061.759 	1113.725 	1164.787 
A,FC_OTH_HH_E_SC,E7000,TJ,RS	633.600 	633.600 	626.400 	612.000 	597.600 	608.400 	601.200 	596.808 	579.510 	576.295 	592.625 	599.472 
A,FC_OTH_HH_E_SC,E7000,TJ,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 
A,FC_OTH_HH_E_SC,E7000,TJ,SI	169.560 	173.110 	276.419 	267.689 	105.466 	326.725 	196.538 	326.502 	248.785 	335.725 	247.450 	432.976 
A,FC_OTH_HH_E_SC,E7000,TJ,SK	: 	: 	: 	: 	: 	118.692 	120.132 	122.904 	133.560 	133.920 	140.760 	136.800 
A,FC_OTH_HH_E_SC,E7000,TJ,UA	: 	: 	: 	: 	: 	: 	2069.280 	2386.476 	2972.628 	3523.799 	: 	: 
A,FC_OTH_HH_E_SC,E7000,TJ,XK	: 	: 	: 	: 	: 	: 	: 	841.241 	864.954 	928.267 	1012.770 	1290.859 
A,FC_OTH_HH_E_SC,G3000,TJ,LV	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 
A,FC_OTH_HH_E_SC,G3000,TJ_GCV,LV	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 
A,FC_OTH_HH_E_SC,H8000,TJ,LV	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 
A,FC_OTH_HH_E_SC,O4000,THS_T,LV	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 
A,FC_OTH_HH_E_SC,O4000,TJ,LV	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 
A,FC_OTH_HH_E_SC,O4630,THS_T,LV	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 
A,FC_OTH_HH_E_SC,O4669,THS_T,LV	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 
A,FC_OTH_HH_E_SC,O4669,TJ,LV	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 
A,FC_OTH_HH_E_SC,O4671,THS_T,LV	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 
A,FC_OTH_HH_E_SC,O4671,TJ,LV	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 
A,FC_OTH_HH_E_SC,R5110-5150_W6000RI,TJ,LV	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 
A,FC_OTH_HH_E_SC,R5300,TJ,LV	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 
A,FC_OTH_HH_E_SC,RA000,TJ,LV	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 
A,FC_OTH_HH_E_SC,RA410,TJ,LV	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 
A,FC_OTH_HH_E_SC,SFF_P1000_S2000,THS_T,LV	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 
A,FC_OTH_HH_E_SC,SFF_P1000_S2000,TJ,LV	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 
A,FC_OTH_HH_E_SC,TOTAL,TJ,AL	1040.850 	1019.732 	1064.585 	1420.898 	1217.207 	1249.247 	1153.076 	1131.336 	1213.236 	1610.237 	1790.258 	1808.615 
A,FC_OTH_HH_E_SC,TOTAL,TJ,AT	21.359 	25.124 	34.214 	31.036 	27.644 	25.715 	21.960 	28.800 	29.434 	30.082 	29.538 	24.968 
A,FC_OTH_HH_E_SC,TOTAL,TJ,BA	: 	: 	: 	: 	424.800 	435.600 	439.200 	439.200 	433.192 	436.982 	443.362 	454.183 
A,FC_OTH_HH_E_SC,TOTAL,TJ,BE	: 	: 	: 	: 	: 	: 	216.000 	216.000 	216.000 	216.000 	328.680 	328.680 
A,FC_OTH_HH_E_SC,TOTAL,TJ,BG	379.505 	392.198 	389.534 	378.720 	380.624 	422.345 	425.876 	441.929 	394.668 	430.276 	450.605 	474.300 
A,FC_OTH_HH_E_SC,TOTAL,TJ,CY	: 	: 	: 	: 	: 	: 	: 	: 	1576.271 	1594.523 	1560.240 	1570.241 
A,FC_OTH_HH_E_SC,TOTAL,TJ,CZ	: 	: 	: 	: 	: 	180.000 	182.419 	181.001 	231.001 	248.000 	232.999 	279.086 
A,FC_OTH_HH_E_SC,TOTAL,TJ,DE	4470.592 	4309.686 	4322.308 	4290.757 	4176.925 	4149.122 	4449.330 	4713.264 	4443.707 	4544.294 	4576.151 	5022.076 
A,FC_OTH_HH_E_SC,TOTAL,TJ,EA20	: 	: 	: 	: 	: 	: 	: 	: 	38655.986 	44489.545 	43270.101 	47053.267 
